dimension,task_id,principle_match,rich_sut,lean_sut,answer,rich_cost,lean_cost,cost_gap,cost_ratio,rich_steps,lean_steps,rich_input_tokens,lean_input_tokens,input_gap,rich_total_tokens,lean_total_tokens,same_code,code_similarity,wf_ops,wf_links
info,archeology-easy-3,False,DataflowSystemGPT52LatestStats3kD2,DataflowSystemGPT52Latest3kSchemaOnly,3.1333,0.013841,0.012151,0.0016899999999999988,0.13908320302855723,4,4,24154,23041,1113,24557,23448,False,0.37907505686125853,2,1
info,archeology-easy-6,False,DataflowSystemGPT52LatestStats3kD2,DataflowSystemGPT52Latest3kSchemaOnly,São Paulo,0.011318,0.009605,0.0017129999999999992,0.17834461218115555,4,4,24322,23018,1304,24567,23246,False,0.6698717948717948,2,1
info,astronomy-easy-2,False,DataflowSystemGPT52LatestStats3kD2,DataflowSystemGPT52Latest3kSchemaOnly,7.52,0.020326,0.019998,0.0003280000000000019,0.016401640164016497,3,3,20306,19632,674,20890,20248,False,0.2613168724279835,3,2
info,biomedical-easy-2,True,DataflowSystemGPT52LatestStats3kD2,DataflowSystemGPT52Latest3kSchemaOnly,68.5,0.031928,0.01883,0.013097999999999999,0.6955921402018056,6,6,42430,35805,6625,43050,36332,False,0.705511811023622,3,1
info,biomedical-easy-6,True,DataflowSystemGPT52LatestStats3kD2,DataflowSystemGPT52Latest3kSchemaOnly,IA,0.026016,0.015506,0.01051,0.6778021411066684,6,5,42532,30344,12188,43077,30769,False,0.7562097516099356,3,1
info,biomedical-hard-3,True,DataflowSystemGPT52LatestStats3kD2,DataflowSystemGPT52Latest3kSchemaOnly,60,0.039198,0.03084,0.008357999999999997,0.2710116731517509,7,7,62693,48263,14430,63733,49257,False,0.4789053591790194,6,3
info,environment-easy-1,False,DataflowSystemGPT52LatestStats3kD2,DataflowSystemGPT52Latest3kSchemaOnly,4.796,0.011404,0.010454,0.0009499999999999995,0.09087430648555572,4,4,23731,22590,1141,23984,22889,False,0.6013245033112583,2,1
info,environment-easy-4,False,DataflowSystemGPT52LatestStats3kD2,DataflowSystemGPT52Latest3kSchemaOnly,86,0.036252,0.03693,-0.000677999999999998,-0.01835905767668557,6,7,61560,58871,2689,62488,60126,False,0.5871335504885994,8,7
info,environment-easy-5,False,DataflowSystemGPT52LatestStats3kD2,DataflowSystemGPT52Latest3kSchemaOnly,Ashburnham,0.025868,0.022398,0.0034699999999999974,0.15492454683453868,4,4,36244,32826,3418,36902,33433,False,0.5142296368989205,5,4
info,environment-easy-6,False,DataflowSystemGPT52LatestStats3kD2,DataflowSystemGPT52Latest3kSchemaOnly,5.14,0.014781,0.013797,0.0009840000000000005,0.07131985214176999,4,4,25171,24025,1146,25658,24441,False,0.44786564030790765,2,1
info,environment-hard-20,False,DataflowSystemGPT52LatestStats3kD2,DataflowSystemGPT52Latest3kSchemaOnly,"['Bucks Creek', 'Pleasant Street', 'Forest Street']",0.038474,0.04282,-0.004345999999999996,-0.10149462867818768,6,6,62627,54696,7931,63710,55828,False,0.09645727895206907,8,7
info,legal-easy-10,False,DataflowSystemGPT52LatestStats3kD2,DataflowSystemGPT52Latest3kSchemaOnly,"[2010, 2011, 2012, 2013, 2014, 2019]",0.017023,0.018797,-0.0017740000000000013,-0.09437676224929516,5,5,31129,29983,1146,31665,30717,False,0.4439252336448598,3,2
info,legal-easy-11,False,DataflowSystemGPT52LatestStats3kD2,DataflowSystemGPT52Latest3kSchemaOnly,No,0.018517,0.016242,0.0022749999999999992,0.1400689570249969,5,5,32087,30051,2036,32610,30594,False,0.3878370625358577,3,2
info,legal-easy-13,False,DataflowSystemGPT52LatestStats3kD2,DataflowSystemGPT52Latest3kSchemaOnly,1097.47,0.017645,0.017606,3.900000000000084e-05,0.002215153924798412,6,6,35947,35283,664,36458,35831,False,0.7805878332194122,3,2
info,legal-easy-25,False,DataflowSystemGPT52LatestStats3kD2,DataflowSystemGPT52Latest3kSchemaOnly,U.S. Space Force,0.01925,0.027489,-0.008239,-0.29971988795518206,5,6,31496,36071,-4575,32174,37284,False,0.15280739161336176,3,2
info,legal-easy-26,False,DataflowSystemGPT52LatestStats3kD2,DataflowSystemGPT52Latest3kSchemaOnly,"['Arizona', 'California', 'Massachusetts', 'Ohio', 'Oklahoma', 'Rhode Island']",0.017721,0.017139,0.0005819999999999992,0.0339576404691055,5,5,30840,29816,1024,31462,30438,False,0.2734411085450346,3,2
info,legal-easy-5,True,DataflowSystemGPT52LatestStats3kD2,DataflowSystemGPT52Latest3kSchemaOnly,5435,0.016655,0.011462,0.005193,0.45306229279357874,5,4,28562,22124,6438,29191,22510,False,0.18,2,1
info,legal-easy-9,False,DataflowSystemGPT52LatestStats3kD2,DataflowSystemGPT52Latest3kSchemaOnly,2002,0.01873,0.017785,0.0009450000000000014,0.053134664042732725,5,5,30890,29945,945,31477,30453,False,0.07945635128071092,3,2
